Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;402;-;-;402;-;-
Wählende;170;42,3 %;-73;170;42,3 %;-73
Ungültige Stimmen;1;0,6 %;-08;0;0,0 %;-11
Gültige Stimmen;169;99,4 %;+08;170;100,0 %;+11
SPD;62;36,7 %;+97;48;28,2 %;-12
AfD;82;48,5 %;+182;73;42,9 %;+137
CDU;13;7,7 %;-50;18;10,6 %;-21
GRÜNE/B 90;0;0,0 %;-85;5;2,9 %;-59
DIE LINKE;6;3,6 %;-90;5;2,9 %;-61
BVB / FREIE WÄHLER;5;3,0 %;-36;5;2,9 %;-21
FDP;1;0,6 %;-18;1;0,6 %;-20
Tierschutzpartei;-;-;-;2;1,2 %;-11
Plus;-;-;-;0;0,0 %;-09
BSW;-;-;-;13;7,6 %;+76
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
