Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;587;-;-;587;-;-
Wählende;344;58,6 %;-;344;58,6 %;-
Ungültige Stimmen;2;0,6 %;-;0;0,0 %;-
Gültige Stimmen;342;99,4 %;-;344;100,0 %;-
SPD;140;40,9 %;-;138;40,1 %;-
AfD;109;31,9 %;-;100;29,1 %;-
CDU;54;15,8 %;-;36;10,5 %;-
GRÜNE/B 90;2;0,6 %;-;7;2,0 %;-
DIE LINKE;17;5,0 %;-;5;1,5 %;-
BVB / FREIE WÄHLER;10;2,9 %;-;6;1,7 %;-
FDP;9;2,6 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;2;0,6 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;42;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,3 %;-;3;0,9 %;-
WU;-;-;-;0;0,0 %;-
