Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.176;-;-;1.176;-;-
Wählende;563;47,9 %;-;563;47,9 %;-
Ungültige Stimmen;32;5,7 %;-;9;1,6 %;-
Gültige Stimmen;531;94,3 %;-;554;98,4 %;-
SPD;214;40,3 %;-;189;34,1 %;-
AfD;-;-;-;197;35,6 %;-
CDU;68;12,8 %;-;51;9,2 %;-
GRÜNE/B 90;7;1,3 %;-;7;1,3 %;-
DIE LINKE;14;2,6 %;-;19;3,4 %;-
BVB / FREIE WÄHLER;56;10,5 %;-;8;1,4 %;-
FDP;17;3,2 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;15;2,7 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;60;10,8 %;-
III. Weg;-;-;-;2;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,4 %;-
EB Raue;155;29,2 %;-;-;-;-
