Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.296;-;-;1.296;-;-
Wählende;569;43,9 %;-53;569;43,9 %;-53
Ungültige Stimmen;9;1,6 %;+07;4;0,7 %;-03
Gültige Stimmen;560;98,4 %;-07;565;99,3 %;+03
SPD;113;20,2 %;-58;129;22,8 %;-17
AfD;210;37,5 %;+185;187;33,1 %;+123
CDU;72;12,9 %;+15;64;11,3 %;-07
GRÜNE/B 90;8;1,4 %;-79;17;3,0 %;-94
DIE LINKE;26;4,6 %;-75;11;1,9 %;-97
BVB / FREIE WÄHLER;121;21,6 %;+31;50;8,8 %;-27
FDP;8;1,4 %;-09;3;0,5 %;-29
Tierschutzpartei;-;-;-;15;2,7 %;+04
Plus;-;-;-;5;0,9 %;-05
BSW;-;-;-;80;14,2 %;+142
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;3;0,5 %;+05
dieBasis;1;0,2 %;+02;-;-;-
EB Link;1;0,2 %;+02;-;-;-
