Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;991;-;-;991;-;-
Wählende;402;40,6 %;-;402;40,6 %;-
Ungültige Stimmen;16;4,0 %;-;9;2,2 %;-
Gültige Stimmen;386;96,0 %;-;393;97,8 %;-
SPD;84;21,8 %;-;98;24,9 %;-
AfD;195;50,5 %;-;180;45,8 %;-
CDU;34;8,8 %;-;24;6,1 %;-
GRÜNE/B 90;8;2,1 %;-;6;1,5 %;-
DIE LINKE;29;7,5 %;-;10;2,5 %;-
BVB / FREIE WÄHLER;34;8,8 %;-;18;4,6 %;-
FDP;2;0,5 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;7;1,8 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;47;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
