Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;619;-;-;619;-;-
Ungültige Stimmen;10;1,6 %;-;5;0,8 %;-
Gültige Stimmen;609;98,4 %;-;614;99,2 %;-
SPD;314;51,6 %;-;220;35,8 %;-
AfD;154;25,3 %;-;126;20,5 %;-
CDU;49;8,0 %;-;67;10,9 %;-
GRÜNE/B 90;6;1,0 %;-;12;2,0 %;-
DIE LINKE;43;7,1 %;-;38;6,2 %;-
BVB / FREIE WÄHLER;19;3,1 %;-;9;1,5 %;-
FDP;12;2,0 %;-;7;1,1 %;-
Tierschutzpartei;-;-;-;14;2,3 %;-
Plus;-;-;-;5;0,8 %;-
BSW;-;-;-;110;17,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,7 %;-
WU;-;-;-;1;0,2 %;-
Die PARTEI;12;2,0 %;-;-;-;-
