Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;375;-;-;375;-;-
Wählende;240;64,0 %;-;240;64,0 %;-
Ungültige Stimmen;5;2,1 %;-;4;1,7 %;-
Gültige Stimmen;235;97,9 %;-;236;98,3 %;-
SPD;80;34,0 %;-;52;22,0 %;-
AfD;119;50,6 %;-;115;48,7 %;-
CDU;23;9,8 %;-;28;11,9 %;-
GRÜNE/B 90;0;0,0 %;-;3;1,3 %;-
DIE LINKE;5;2,1 %;-;1;0,4 %;-
BVB / FREIE WÄHLER;6;2,6 %;-;7;3,0 %;-
FDP;1;0,4 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;25;10,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,8 %;-
WU;-;-;-;2;0,8 %;-
Die PARTEI;1;0,4 %;-;-;-;-
