Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;556;-;-;556;-;-
Ungültige Stimmen;5;0,9 %;-;2;0,4 %;-
Gültige Stimmen;551;99,1 %;-;554;99,6 %;-
SPD;195;35,4 %;-;184;33,2 %;-
AfD;121;22,0 %;-;102;18,4 %;-
CDU;124;22,5 %;-;81;14,6 %;-
GRÜNE/B 90;20;3,6 %;-;27;4,9 %;-
DIE LINKE;33;6,0 %;-;15;2,7 %;-
BVB / FREIE WÄHLER;23;4,2 %;-;10;1,8 %;-
FDP;3;0,5 %;-;3;0,5 %;-
Tierschutzpartei;-;-;-;13;2,3 %;-
Plus;32;5,8 %;-;14;2,5 %;-
BSW;-;-;-;101;18,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;1;0,2 %;-
