Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.246;-;-;1.246;-;-
Wählende;758;60,8 %;-;758.0;60,8 %;-
Ungültige Stimmen;8;1,1 %;-;5.0;0,7 %;-
Gültige Stimmen;750;98,9 %;-;753.0;99,3 %;-
SPD;236;31,5 %;-;217.0;28,8 %;-
AfD;290;38,7 %;-;248.0;32,9 %;-
CDU;115;15,3 %;-;74.0;9,8 %;-
GRÜNE/B 90;11;1,5 %;-;17.0;2,3 %;-
DIE LINKE;38;5,1 %;-;22.0;2,9 %;-
BVB / FREIE WÄHLER;46;6,1 %;-;11.0;1,5 %;-
FDP;14;1,9 %;-;10.0;1,3 %;-
Tierschutzpartei;-;-;-;8.0;1,1 %;-
Plus;-;-;-;2.0;0,3 %;-
BSW;-;-;-;142.0;18,9 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;1.0;0,1 %;-
