Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;385;-;-;385;-;-
Wählende;244;63,4 %;-40;244;63,4 %;-40
Ungültige Stimmen;9;3,7 %;+22;1;0,4 %;-11
Gültige Stimmen;235;96,3 %;-22;243;99,6 %;+11
SPD;104;44,3 %;+51;98;40,3 %;+60
AfD;-;-;-157;69;28,4 %;+124
CDU;50;21,3 %;-15;28;11,5 %;-120
GRÜNE/B 90;1;0,4 %;-26;6;2,5 %;-20
DIE LINKE;9;3,8 %;-66;2;0,8 %;-100
BVB / FREIE WÄHLER;27;11,5 %;+44;5;2,1 %;-28
FDP;6;2,6 %;+07;0;0,0 %;-22
Tierschutzpartei;-;-;-;4;1,6 %;-06
Plus;-;-;-;1;0,4 %;-11
BSW;-;-;-;25;10,3 %;+103
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,4 %;+04
DLW;-;-;-;2;0,8 %;+08
WU;-;-;-;2;0,8 %;+08
EB Raue;38;16,2 %;+162;-;-;-
