Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;959;-;-;959;-;-
Wählende;442;46,1 %;-;442;46,1 %;-
Ungültige Stimmen;12;2,7 %;-;9;2,0 %;-
Gültige Stimmen;430;97,3 %;-;433;98,0 %;-
SPD;118;27,4 %;-;109;25,2 %;-
AfD;205;47,7 %;-;182;42,0 %;-
CDU;46;10,7 %;-;38;8,8 %;-
GRÜNE/B 90;4;0,9 %;-;4;0,9 %;-
DIE LINKE;22;5,1 %;-;8;1,8 %;-
BVB / FREIE WÄHLER;31;7,2 %;-;11;2,5 %;-
FDP;4;0,9 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;14;3,2 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;57;13,2 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
