Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;874;-;-;874;-;-
Wählende;422;48,3 %;-;422;48,3 %;-
Ungültige Stimmen;8;1,9 %;-;3;0,7 %;-
Gültige Stimmen;414;98,1 %;-;419;99,3 %;-
SPD;96;23,2 %;-;97;23,2 %;-
AfD;225;54,3 %;-;209;49,9 %;-
CDU;38;9,2 %;-;33;7,9 %;-
GRÜNE/B 90;3;0,7 %;-;2;0,5 %;-
DIE LINKE;18;4,3 %;-;8;1,9 %;-
BVB / FREIE WÄHLER;33;8,0 %;-;15;3,6 %;-
FDP;1;0,2 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;1,4 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;42;10,0 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
