Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;418;-;-;418;-;-
Wählende;248;59,3 %;-;248;59,3 %;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;247;99,6 %;-;247;99,6 %;-
SPD;56;22,7 %;-;56;22,7 %;-
AfD;126;51,0 %;-;113;45,7 %;-
CDU;38;15,4 %;-;33;13,4 %;-
GRÜNE/B 90;1;0,4 %;-;0;0,0 %;-
DIE LINKE;5;2,0 %;-;3;1,2 %;-
BVB / FREIE WÄHLER;17;6,9 %;-;10;4,0 %;-
FDP;4;1,6 %;-;3;1,2 %;-
Tierschutzpartei;-;-;-;6;2,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;21;8,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
