Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.071;-;-;2.071;-;-
Wählende;1.104;53,3 %;+84;1.104;53,3 %;+84
Ungültige Stimmen;9;0,8 %;-17;7.0;0,6 %;-21
Gültige Stimmen;1.095;99,2 %;+17;1.097;99,4 %;+21
SPD;225;20,5 %;-02;225.0;20,5 %;-21
AfD;597;54,5 %;+173;543.0;49,5 %;+116
CDU;112;10,2 %;-42;65.0;5,9 %;-85
GRÜNE/B 90;4;0,4 %;-31;4.0;0,4 %;-30
DIE LINKE;56;5,1 %;-128;18.0;1,6 %;-110
BVB / FREIE WÄHLER;90;8,2 %;+33;37.0;3,4 %;-09
FDP;11;1,0 %;-04;5.0;0,5 %;-16
Tierschutzpartei;-;-;-;28.0;2,6 %;+07
Plus;-;-;-;3.0;0,3 %;-05
BSW;-;-;-;153.0;13,9 %;+139
III. Weg;-;-;-;3.0;0,3 %;+03
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;6.0;0,5 %;+05
WU;-;-;-;7.0;0,6 %;+06
