Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;955;-;-;955;-;-
Wählende;385;40,3 %;-;385;40,3 %;-
Ungültige Stimmen;8;2,1 %;-;5;1,3 %;-
Gültige Stimmen;377;97,9 %;-;380;98,7 %;-
SPD;131;34,7 %;-;115;30,3 %;-
AfD;149;39,5 %;-;138;36,3 %;-
CDU;41;10,9 %;-;31;8,2 %;-
GRÜNE/B 90;10;2,7 %;-;10;2,6 %;-
DIE LINKE;21;5,6 %;-;15;3,9 %;-
BVB / FREIE WÄHLER;13;3,4 %;-;4;1,1 %;-
FDP;4;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;1,6 %;-
Plus;8;2,1 %;-;4;1,1 %;-
BSW;-;-;-;57;15,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
