Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;433;-;-;433;-;-
Wählende;240;55,4 %;-;240;55,4 %;-
Ungültige Stimmen;4;1,7 %;-;3;1,2 %;-
Gültige Stimmen;236;98,3 %;-;237;98,8 %;-
SPD;77;32,6 %;-;60;25,3 %;-
AfD;93;39,4 %;-;90;38,0 %;-
CDU;28;11,9 %;-;19;8,0 %;-
GRÜNE/B 90;1;0,4 %;-;2;0,8 %;-
DIE LINKE;20;8,5 %;-;9;3,8 %;-
BVB / FREIE WÄHLER;14;5,9 %;-;5;2,1 %;-
FDP;3;1,3 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;8;3,4 %;-
Plus;-;-;-;3;1,3 %;-
BSW;-;-;-;39;16,5 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
