Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;886;-;-;886;-;-
Ungültige Stimmen;4;0,5 %;-;2;0,2 %;-
Gültige Stimmen;882;99,5 %;-;884;99,8 %;-
SPD;310;35,1 %;-;271;30,7 %;-
AfD;196;22,2 %;-;149;16,9 %;-
CDU;148;16,8 %;-;115;13,0 %;-
GRÜNE/B 90;38;4,3 %;-;57;6,4 %;-
DIE LINKE;66;7,5 %;-;37;4,2 %;-
BVB / FREIE WÄHLER;77;8,7 %;-;44;5,0 %;-
FDP;13;1,5 %;-;4;0,5 %;-
Tierschutzpartei;-;-;-;33;3,7 %;-
Plus;34;3,9 %;-;18;2,0 %;-
BSW;-;-;-;154;17,4 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
