Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;663;-;-;663;-;-
Ungültige Stimmen;4;0,6 %;-01;4;0,6 %;-01
Gültige Stimmen;659;99,4 %;+01;659;99,4 %;+01
SPD;178;27,0 %;+63;164;24,9 %;-37
AfD;262;39,8 %;+139;229;34,7 %;+89
CDU;108;16,4 %;-84;88;13,4 %;-54
GRÜNE/B 90;8;1,2 %;-35;10;1,5 %;-36
DIE LINKE;24;3,6 %;-49;6;0,9 %;-52
BVB / FREIE WÄHLER;74;11,2 %;+20;19;2,9 %;-43
FDP;5;0,8 %;-54;1;0,2 %;-53
Tierschutzpartei;-;-;-;12;1,8 %;+01
Plus;-;-;-;2;0,3 %;-11
BSW;-;-;-;123;18,7 %;+187
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;5;0,8 %;+08
WU;-;-;-;0;0,0 %;00
