Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;701;-;-;701;-;-
Ungültige Stimmen;8;1,1 %;-;4;0,6 %;-
Gültige Stimmen;693;98,9 %;-;697;99,4 %;-
SPD;190;27,4 %;-;216;31,0 %;-
AfD;138;19,9 %;-;115;16,5 %;-
CDU;232;33,5 %;-;125;17,9 %;-
GRÜNE/B 90;21;3,0 %;-;27;3,9 %;-
DIE LINKE;64;9,2 %;-;29;4,2 %;-
BVB / FREIE WÄHLER;34;4,9 %;-;7;1,0 %;-
FDP;10;1,4 %;-;14;2,0 %;-
Tierschutzpartei;-;-;-;9;1,3 %;-
Plus;-;-;-;9;1,3 %;-
BSW;-;-;-;139;19,9 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;4;0,6 %;-;0;0,0 %;-
DLW;-;-;-;5;0,7 %;-
WU;-;-;-;1;0,1 %;-
