Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.000;-;-;1.0;-;-
Wählende;519;51,9 %;-;519.0;51,9 %;-
Ungültige Stimmen;9;1,7 %;-;8.0;1,5 %;-
Gültige Stimmen;510;98,3 %;-;511.0;98,5 %;-
SPD;170;33,3 %;-;167.0;32,7 %;-
AfD;173;33,9 %;-;157.0;30,7 %;-
CDU;91;17,8 %;-;49.0;9,6 %;-
GRÜNE/B 90;17;3,3 %;-;15.0;2,9 %;-
DIE LINKE;-;-;-;16.0;3,1 %;-
BVB / FREIE WÄHLER;49;9,6 %;-;10.0;2,0 %;-
FDP;10;2,0 %;-;5.0;1,0 %;-
Tierschutzpartei;-;-;-;12.0;2,3 %;-
Plus;-;-;-;3.0;0,6 %;-
BSW;-;-;-;72.0;14,1 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,6 %;-
WU;-;-;-;1.0;0,2 %;-
