Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;992;-;-;992;-;-
Wählende;394;39,7 %;-;394;39,7 %;-
Ungültige Stimmen;5;1,3 %;-;5;1,3 %;-
Gültige Stimmen;389;98,7 %;-;389;98,7 %;-
SPD;113;29,0 %;-;114;29,3 %;-
AfD;146;37,5 %;-;134;34,4 %;-
CDU;58;14,9 %;-;42;10,8 %;-
GRÜNE/B 90;8;2,1 %;-;8;2,1 %;-
DIE LINKE;12;3,1 %;-;5;1,3 %;-
BVB / FREIE WÄHLER;45;11,6 %;-;29;7,5 %;-
FDP;7;1,8 %;-;6;1,5 %;-
Tierschutzpartei;-;-;-;11;2,8 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;31;8,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;2;0,5 %;-
