Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;296;-;-;296;-;-
Ungültige Stimmen;2;0,7 %;-;0;0,0 %;-
Gültige Stimmen;294;99,3 %;-;296;100,0 %;-
SPD;86;29,3 %;-;93;31,4 %;-
AfD;80;27,2 %;-;69;23,3 %;-
CDU;37;12,6 %;-;28;9,5 %;-
GRÜNE/B 90;20;6,8 %;-;15;5,1 %;-
DIE LINKE;37;12,6 %;-;18;6,1 %;-
BVB / FREIE WÄHLER;21;7,1 %;-;7;2,4 %;-
FDP;7;2,4 %;-;4;1,4 %;-
Tierschutzpartei;-;-;-;11;3,7 %;-
Plus;-;-;-;9;3,0 %;-
BSW;-;-;-;41;13,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;6;2,0 %;-;-;-;-
