Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;204;-;-;204;-;-
Wählende;114;55,9 %;-;114;55,9 %;-
Ungültige Stimmen;8;7,0 %;-;10;8,8 %;-
Gültige Stimmen;106;93,0 %;-;104;91,2 %;-
SPD;17;16,0 %;-;17;16,3 %;-
AfD;50;47,2 %;-;40;38,5 %;-
CDU;10;9,4 %;-;5;4,8 %;-
GRÜNE/B 90;4;3,8 %;-;5;4,8 %;-
DIE LINKE;9;8,5 %;-;5;4,8 %;-
BVB / FREIE WÄHLER;10;9,4 %;-;5;4,8 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;6;5,7 %;-;2;1,9 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;22;21,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,0 %;-
WU;-;-;-;1;1,0 %;-
