Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;276;-;-;276;-;-
Wählende;148;53,6 %;-;148;53,6 %;-
Ungültige Stimmen;2;1,4 %;-;1;0,7 %;-
Gültige Stimmen;146;98,6 %;-;147;99,3 %;-
SPD;52;35,6 %;-;38;25,9 %;-
AfD;56;38,4 %;-;49;33,3 %;-
CDU;20;13,7 %;-;15;10,2 %;-
GRÜNE/B 90;0;0,0 %;-;3;2,0 %;-
DIE LINKE;8;5,5 %;-;8;5,4 %;-
BVB / FREIE WÄHLER;8;5,5 %;-;4;2,7 %;-
FDP;2;1,4 %;-;2;1,4 %;-
Tierschutzpartei;-;-;-;2;1,4 %;-
Plus;-;-;-;1;0,7 %;-
BSW;-;-;-;24;16,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
