Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;316;-;-;316;-;-
Wählende;171;54,1 %;-;171;54,1 %;-
Ungültige Stimmen;2;1,2 %;-;2;1,2 %;-
Gültige Stimmen;169;98,8 %;-;169;98,8 %;-
SPD;41;24,3 %;-;40;23,7 %;-
AfD;76;45,0 %;-;69;40,8 %;-
CDU;30;17,8 %;-;17;10,1 %;-
GRÜNE/B 90;2;1,2 %;-;2;1,2 %;-
DIE LINKE;-;-;-;4;2,4 %;-
BVB / FREIE WÄHLER;18;10,7 %;-;14;8,3 %;-
FDP;2;1,2 %;-;2;1,2 %;-
Tierschutzpartei;-;-;-;7;4,1 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;11;6,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,6 %;-
WU;-;-;-;1;0,6 %;-
