Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;738;-;-;738;-;-
Wählende;378;51,2 %;-;378;51,2 %;-
Ungültige Stimmen;11;2,9 %;-;5;1,3 %;-
Gültige Stimmen;367;97,1 %;-;373;98,7 %;-
SPD;130;35,4 %;-;117;31,4 %;-
AfD;131;35,7 %;-;124;33,2 %;-
CDU;46;12,5 %;-;39;10,5 %;-
GRÜNE/B 90;0;0,0 %;-;5;1,3 %;-
DIE LINKE;16;4,4 %;-;10;2,7 %;-
BVB / FREIE WÄHLER;37;10,1 %;-;11;2,9 %;-
FDP;7;1,9 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;4;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;57;15,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,8 %;-
