Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;500;-;-;500;-;-
Wählende;307;61,4 %;-;307;61,4 %;-
Ungültige Stimmen;3;1,0 %;-;2;0,7 %;-
Gültige Stimmen;304;99,0 %;-;305;99,3 %;-
SPD;71;23,4 %;-;64;21,0 %;-
AfD;139;45,7 %;-;131;43,0 %;-
CDU;44;14,5 %;-;37;12,1 %;-
GRÜNE/B 90;4;1,3 %;-;5;1,6 %;-
DIE LINKE;5;1,6 %;-;5;1,6 %;-
BVB / FREIE WÄHLER;36;11,8 %;-;15;4,9 %;-
FDP;5;1,6 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;5;1,6 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;38;12,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
