Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;325;-;-;325;-;-
Wählende;190;58,5 %;-;190;58,5 %;-
Ungültige Stimmen;8;4,2 %;-;5;2,6 %;-
Gültige Stimmen;182;95,8 %;-;185;97,4 %;-
SPD;79;43,4 %;-;71;38,4 %;-
AfD;-;-;-;59;31,9 %;-
CDU;25;13,7 %;-;13;7,0 %;-
GRÜNE/B 90;3;1,6 %;-;3;1,6 %;-
DIE LINKE;9;4,9 %;-;3;1,6 %;-
BVB / FREIE WÄHLER;23;12,6 %;-;3;1,6 %;-
FDP;2;1,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;27;14,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;1,1 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;41;22,5 %;-;-;-;-
