Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;284;-;-;284;-;-
Wählende;183;64,4 %;-;183;64,4 %;-
Ungültige Stimmen;3;1,6 %;-;0;0,0 %;-
Gültige Stimmen;180;98,4 %;-;183;100,0 %;-
SPD;69;38,3 %;-;53;29,0 %;-
AfD;79;43,9 %;-;71;38,8 %;-
CDU;15;8,3 %;-;10;5,5 %;-
GRÜNE/B 90;3;1,7 %;-;11;6,0 %;-
DIE LINKE;6;3,3 %;-;4;2,2 %;-
BVB / FREIE WÄHLER;6;3,3 %;-;1;0,5 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;28;15,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;1,1 %;-;0;0,0 %;-
WU;-;-;-;1;0,5 %;-
