Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;938;-;-;938;-;-
Wählende;498;53,1 %;-;498;53,1 %;-
Ungültige Stimmen;5;1,0 %;-;6;1,2 %;-
Gültige Stimmen;493;99,0 %;-;492;98,8 %;-
SPD;131;26,6 %;-;132;26,8 %;-
AfD;219;44,4 %;-;200;40,7 %;-
CDU;73;14,8 %;-;58;11,8 %;-
GRÜNE/B 90;6;1,2 %;-;5;1,0 %;-
DIE LINKE;21;4,3 %;-;10;2,0 %;-
BVB / FREIE WÄHLER;14;2,8 %;-;5;1,0 %;-
FDP;6;1,2 %;-;5;1,0 %;-
Tierschutzpartei;18;3,7 %;-;13;2,6 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;59;12,0 %;-
III. Weg;-;-;-;2;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;5;1,0 %;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
