Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;188;-;-;188;-;-
Wählende;98;52,1 %;-;98;52,1 %;-
Ungültige Stimmen;1;1,0 %;-;2;2,0 %;-
Gültige Stimmen;97;99,0 %;-;96;98,0 %;-
SPD;39;40,2 %;-;30;31,2 %;-
AfD;26;26,8 %;-;28;29,2 %;-
CDU;14;14,4 %;-;12;12,5 %;-
GRÜNE/B 90;2;2,1 %;-;5;5,2 %;-
DIE LINKE;6;6,2 %;-;2;2,1 %;-
BVB / FREIE WÄHLER;5;5,2 %;-;2;2,1 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;5;5,2 %;-;4;4,2 %;-
Plus;-;-;-;2;2,1 %;-
BSW;-;-;-;11;11,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
