Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.273;-;-;1.273;-;-
Wählende;545;42,8 %;-;545.0;42,8 %;-
Ungültige Stimmen;11;2,0 %;-;10.0;1,8 %;-
Gültige Stimmen;534;98,0 %;-;535.0;98,2 %;-
SPD;216;40,4 %;-;204.0;38,1 %;-
AfD;191;35,8 %;-;159.0;29,7 %;-
CDU;47;8,8 %;-;38.0;7,1 %;-
GRÜNE/B 90;6;1,1 %;-;7.0;1,3 %;-
DIE LINKE;21;3,9 %;-;14.0;2,6 %;-
BVB / FREIE WÄHLER;35;6,6 %;-;14.0;2,6 %;-
FDP;5;0,9 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;14.0;2,6 %;-
Plus;13;2,4 %;-;4.0;0,7 %;-
BSW;-;-;-;76.0;14,2 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;1.0;0,2 %;-
