Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;814;-;-;814;-;-
Wählende;449;55,2 %;-;449;55,2 %;-
Ungültige Stimmen;6;1,3 %;-;2;0,4 %;-
Gültige Stimmen;443;98,7 %;-;447;99,6 %;-
SPD;97;21,9 %;-;93;20,8 %;-
AfD;202;45,6 %;-;187;41,8 %;-
CDU;58;13,1 %;-;51;11,4 %;-
GRÜNE/B 90;6;1,4 %;-;5;1,1 %;-
DIE LINKE;15;3,4 %;-;10;2,2 %;-
BVB / FREIE WÄHLER;59;13,3 %;-;23;5,1 %;-
FDP;6;1,4 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;12;2,7 %;-
Plus;-;-;-;4;0,9 %;-
BSW;-;-;-;58;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
