Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.078;-;-;1.078;-;-
Wählende;399;37,0 %;-;399.0;37,0 %;-
Ungültige Stimmen;6;1,5 %;-;2.0;0,5 %;-
Gültige Stimmen;393;98,5 %;-;397.0;99,5 %;-
SPD;118;30,0 %;-;100.0;25,2 %;-
AfD;189;48,1 %;-;175.0;44,1 %;-
CDU;36;9,2 %;-;28.0;7,1 %;-
GRÜNE/B 90;5;1,3 %;-;11.0;2,8 %;-
DIE LINKE;21;5,3 %;-;15.0;3,8 %;-
BVB / FREIE WÄHLER;20;5,1 %;-;8.0;2,0 %;-
FDP;4;1,0 %;-;2.0;0,5 %;-
Tierschutzpartei;-;-;-;7.0;1,8 %;-
Plus;-;-;-;3.0;0,8 %;-
BSW;-;-;-;40.0;10,1 %;-
III. Weg;-;-;-;2.0;0,5 %;-
DKP;-;-;-;1.0;0,3 %;-
DLW;-;-;-;2.0;0,5 %;-
WU;-;-;-;3.0;0,8 %;-
