Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;195;-;-;195;-;-
Wählende;101;51,8 %;-;101;51,8 %;-
Ungültige Stimmen;3;3,0 %;-;3;3,0 %;-
Gültige Stimmen;98;97,0 %;-;98;97,0 %;-
SPD;30;30,6 %;-;32;32,7 %;-
AfD;45;45,9 %;-;41;41,8 %;-
CDU;9;9,2 %;-;8;8,2 %;-
GRÜNE/B 90;1;1,0 %;-;2;2,0 %;-
DIE LINKE;7;7,1 %;-;4;4,1 %;-
BVB / FREIE WÄHLER;4;4,1 %;-;1;1,0 %;-
FDP;2;2,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;8;8,2 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,0 %;-
WU;-;-;-;0;0,0 %;-
