Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;7.780;-;-;7.78;-;-
Wählende;5.660;72,8 %;+61;5.66;72,8 %;+61
Ungültige Stimmen;99;1,7 %;-07;68.0;1,2 %;-09
Gültige Stimmen;5.561;98,3 %;+07;5.592;98,8 %;+09
SPD;1.975;35,5 %;+77;1.722;30,8 %;+10
AfD;2.029;36,5 %;+128;1.857;33,2 %;+85
CDU;670;12,0 %;-05;500.0;8,9 %;-38
GRÜNE/B 90;68;1,2 %;-50;119.0;2,1 %;-48
DIE LINKE;242;4,4 %;-62;145.0;2,6 %;-74
BVB / FREIE WÄHLER;492;8,8 %;-32;173.0;3,1 %;-49
FDP;58;1,0 %;-21;35.0;0,6 %;-29
Tierschutzpartei;-;-;-;135.0;2,4 %;-09
Plus;-;-;-;48.0;0,9 %;+00
BSW;-;-;-;780.0;13,9 %;+139
III. Weg;-;-;-;15.0;0,3 %;+03
DKP;27;0,5 %;+05;4.0;0,1 %;+01
DLW;-;-;-;43.0;0,8 %;+08
WU;-;-;-;16.0;0,3 %;+03
