Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.217;-;-;1.217;-;-
Ungültige Stimmen;10;0,8 %;+05;3.0;0,2 %;-00
Gültige Stimmen;1.207;99,2 %;-05;1.214;99,8 %;+00
SPD;396;32,8 %;+113;402.0;33,1 %;+106
AfD;154;12,8 %;-22;135.0;11,1 %;-37
CDU;403;33,4 %;+86;311.0;25,6 %;+11
GRÜNE/B 90;94;7,8 %;-103;107.0;8,8 %;-102
DIE LINKE;45;3,7 %;-32;32.0;2,6 %;-38
BVB / FREIE WÄHLER;34;2,8 %;+09;13.0;1,1 %;-05
FDP;37;3,1 %;-48;27.0;2,2 %;-44
Tierschutzpartei;-;-;-;23.0;1,9 %;-10
Plus;44;3,6 %;+19;22.0;1,8 %;+05
BSW;-;-;-;130.0;10,7 %;+107
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;2.0;0,2 %;+02
DLW;-;-;-;3.0;0,2 %;+02
WU;-;-;-;7.0;0,6 %;+06
