Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;68;-;-;68;-;-
Wählende;52;76,5 %;-;52;76,5 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;52;100,0 %;-;52;100,0 %;-
SPD;24;46,2 %;-;21;40,4 %;-
AfD;14;26,9 %;-;13;25,0 %;-
CDU;7;13,5 %;-;5;9,6 %;-
GRÜNE/B 90;1;1,9 %;-;2;3,8 %;-
DIE LINKE;3;5,8 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;2;3,8 %;-;1;1,9 %;-
FDP;1;1,9 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;9;17,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,9 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
