Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;492;-;-;492;-;-
Wählende;284;57,7 %;-;284;57,7 %;-
Ungültige Stimmen;6;2,1 %;-;6;2,1 %;-
Gültige Stimmen;278;97,9 %;-;278;97,9 %;-
SPD;94;33,8 %;-;91;32,7 %;-
AfD;116;41,7 %;-;114;41,0 %;-
CDU;42;15,1 %;-;18;6,5 %;-
GRÜNE/B 90;1;0,4 %;-;5;1,8 %;-
DIE LINKE;7;2,5 %;-;2;0,7 %;-
BVB / FREIE WÄHLER;16;5,8 %;-;8;2,9 %;-
FDP;2;0,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,1 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;32;11,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,7 %;-
WU;-;-;-;2;0,7 %;-
