Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;649;-;-;649;-;-
Wählende;285;43,9 %;-;285;43,9 %;-
Ungültige Stimmen;4;1,4 %;-;4;1,4 %;-
Gültige Stimmen;281;98,6 %;-;281;98,6 %;-
SPD;117;41,6 %;-;92;32,7 %;-
AfD;116;41,3 %;-;101;35,9 %;-
CDU;23;8,2 %;-;18;6,4 %;-
GRÜNE/B 90;3;1,1 %;-;21;7,5 %;-
DIE LINKE;6;2,1 %;-;7;2,5 %;-
BVB / FREIE WÄHLER;13;4,6 %;-;1;0,4 %;-
FDP;2;0,7 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;6;2,1 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;29;10,3 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;1;0,4 %;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
