Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;397;-;-;397;-;-
Ungültige Stimmen;3;0,8 %;-;2;0,5 %;-
Gültige Stimmen;394;99,2 %;-;395;99,5 %;-
SPD;116;29,4 %;-;103;26,1 %;-
AfD;130;33,0 %;-;99;25,1 %;-
CDU;79;20,1 %;-;60;15,2 %;-
GRÜNE/B 90;8;2,0 %;-;9;2,3 %;-
DIE LINKE;25;6,3 %;-;5;1,3 %;-
BVB / FREIE WÄHLER;34;8,6 %;-;10;2,5 %;-
FDP;2;0,5 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;9;2,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;95;24,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;2;0,5 %;-
