Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.695;-;-;1.695;-;-
Ungültige Stimmen;15;0,9 %;-;6.0;0,4 %;-
Gültige Stimmen;1.680;99,1 %;-;1.689;99,6 %;-
SPD;463;27,6 %;-;462.0;27,4 %;-
AfD;300;17,9 %;-;241.0;14,3 %;-
CDU;293;17,4 %;-;254.0;15,0 %;-
GRÜNE/B 90;102;6,1 %;-;101.0;6,0 %;-
DIE LINKE;114;6,8 %;-;54.0;3,2 %;-
BVB / FREIE WÄHLER;324;19,3 %;-;110.0;6,5 %;-
FDP;41;2,4 %;-;30.0;1,8 %;-
Tierschutzpartei;-;-;-;49.0;2,9 %;-
Plus;43;2,6 %;-;24.0;1,4 %;-
BSW;-;-;-;350.0;20,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;5.0;0,3 %;-
WU;-;-;-;8.0;0,5 %;-
