Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;340;-;-;340;-;-
Wählende;191;56,2 %;-;191;56,2 %;-
Ungültige Stimmen;1;0,5 %;-;1;0,5 %;-
Gültige Stimmen;190;99,5 %;-;190;99,5 %;-
SPD;62;32,6 %;-;60;31,6 %;-
AfD;88;46,3 %;-;74;38,9 %;-
CDU;21;11,1 %;-;14;7,4 %;-
GRÜNE/B 90;4;2,1 %;-;5;2,6 %;-
DIE LINKE;3;1,6 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;5;2,6 %;-;2;1,1 %;-
FDP;1;0,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,1 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;29;15,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;3,2 %;-;3;1,6 %;-
WU;-;-;-;0;0,0 %;-
