Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;905;-;-;905;-;-
Ungültige Stimmen;11;1,2 %;-;5;0,6 %;-
Gültige Stimmen;894;98,8 %;-;900;99,4 %;-
SPD;230;25,7 %;-;288;32,0 %;-
AfD;174;19,5 %;-;170;18,9 %;-
CDU;143;16,0 %;-;152;16,9 %;-
GRÜNE/B 90;23;2,6 %;-;27;3,0 %;-
DIE LINKE;29;3,2 %;-;21;2,3 %;-
BVB / FREIE WÄHLER;265;29,6 %;-;76;8,4 %;-
FDP;12;1,3 %;-;7;0,8 %;-
Tierschutzpartei;-;-;-;27;3,0 %;-
Plus;18;2,0 %;-;5;0,6 %;-
BSW;-;-;-;123;13,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,4 %;-
WU;-;-;-;0;0,0 %;-
