Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;535;-;-;535;-;-
Ungültige Stimmen;2;0,4 %;-;2;0,4 %;-
Gültige Stimmen;533;99,6 %;-;533;99,6 %;-
SPD;187;35,1 %;-;159;29,8 %;-
AfD;74;13,9 %;-;67;12,6 %;-
CDU;129;24,2 %;-;106;19,9 %;-
GRÜNE/B 90;23;4,3 %;-;36;6,8 %;-
DIE LINKE;60;11,3 %;-;26;4,9 %;-
BVB / FREIE WÄHLER;42;7,9 %;-;21;3,9 %;-
FDP;2;0,4 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;8;1,5 %;-
Plus;16;3,0 %;-;16;3,0 %;-
BSW;-;-;-;91;17,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
