Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;659;-;-;659;-;-
Wählende;316;48,0 %;-;316;48,0 %;-
Ungültige Stimmen;7;2,2 %;-;2;0,6 %;-
Gültige Stimmen;309;97,8 %;-;314;99,4 %;-
SPD;106;34,3 %;-;88;28,0 %;-
AfD;127;41,1 %;-;114;36,3 %;-
CDU;24;7,8 %;-;16;5,1 %;-
GRÜNE/B 90;8;2,6 %;-;8;2,5 %;-
DIE LINKE;16;5,2 %;-;14;4,5 %;-
BVB / FREIE WÄHLER;18;5,8 %;-;8;2,5 %;-
FDP;1;0,3 %;-;2;0,6 %;-
Tierschutzpartei;-;-;-;15;4,8 %;-
Plus;9;2,9 %;-;4;1,3 %;-
BSW;-;-;-;44;14,0 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
