Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;117;-;-;117;-;-
Wählende;55;47,0 %;-;55;47,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;55;100,0 %;-;55;100,0 %;-
SPD;26;47,3 %;-;19;34,5 %;-
AfD;13;23,6 %;-;10;18,2 %;-
CDU;5;9,1 %;-;2;3,6 %;-
GRÜNE/B 90;2;3,6 %;-;8;14,5 %;-
DIE LINKE;5;9,1 %;-;2;3,6 %;-
BVB / FREIE WÄHLER;4;7,3 %;-;2;3,6 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;3,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;18,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
