Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;758;-;-;758;-;-
Ungültige Stimmen;8;1,1 %;-;3;0,4 %;-
Gültige Stimmen;750;98,9 %;-;755;99,6 %;-
SPD;209;27,9 %;-;219;29,0 %;-
AfD;158;21,1 %;-;133;17,6 %;-
CDU;129;17,2 %;-;124;16,4 %;-
GRÜNE/B 90;33;4,4 %;-;35;4,6 %;-
DIE LINKE;44;5,9 %;-;19;2,5 %;-
BVB / FREIE WÄHLER;119;15,9 %;-;30;4,0 %;-
FDP;26;3,5 %;-;10;1,3 %;-
Tierschutzpartei;-;-;-;18;2,4 %;-
Plus;-;-;-;14;1,9 %;-
BSW;-;-;-;140;18,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;32;4,3 %;-;10;1,3 %;-
WU;-;-;-;2;0,3 %;-
