Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.765;-;-;2.765;-;-
Wählende;1.409;51,0 %;+62;1.409;51,0 %;+62
Ungültige Stimmen;14;1,0 %;+03;14.0;1,0 %;-00
Gültige Stimmen;1.395;99,0 %;-03;1.395;99,0 %;+00
SPD;408;29,2 %;+46;346.0;24,8 %;-12
AfD;640;45,9 %;+171;595.0;42,7 %;+119
CDU;118;8,5 %;-15;87.0;6,2 %;-35
GRÜNE/B 90;22;1,6 %;-73;31.0;2,2 %;-43
DIE LINKE;82;5,9 %;-54;40.0;2,9 %;-81
BVB / FREIE WÄHLER;101;7,2 %;-32;39.0;2,8 %;-58
FDP;17;1,2 %;-08;4.0;0,3 %;-16
Tierschutzpartei;-;-;-;39.0;2,8 %;-15
Plus;-;-;-;13.0;0,9 %;+01
BSW;-;-;-;182.0;13,0 %;+130
III. Weg;-;-;-;3.0;0,2 %;+02
DKP;7;0,5 %;+05;1.0;0,1 %;+01
DLW;-;-;-;10.0;0,7 %;+07
WU;-;-;-;5.0;0,4 %;+04
