Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;907;-;-;907;-;-
Ungültige Stimmen;7;0,8 %;-04;3;0,3 %;-07
Gültige Stimmen;900;99,2 %;+04;904;99,7 %;+07
SPD;286;31,8 %;+64;289;32,0 %;+68
AfD;177;19,7 %;+43;154;17,0 %;+12
CDU;247;27,4 %;+42;183;20,2 %;-09
GRÜNE/B 90;46;5,1 %;-100;56;6,2 %;-88
DIE LINKE;46;5,1 %;-52;23;2,5 %;-78
BVB / FREIE WÄHLER;89;9,9 %;+30;32;3,5 %;-15
FDP;9;1,0 %;-27;4;0,4 %;-29
Tierschutzpartei;-;-;-;18;2,0 %;-04
Plus;-;-;-;19;2,1 %;+08
BSW;-;-;-;116;12,8 %;+128
III. Weg;-;-;-;1;0,1 %;+01
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;3;0,3 %;+03
WU;-;-;-;5;0,6 %;+06
