Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;521;-;-;521;-;-
Wählende;280;53,7 %;-;280;53,7 %;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;279;99,6 %;-;279;99,6 %;-
SPD;62;22,2 %;-;53;19,0 %;-
AfD;141;50,5 %;-;138;49,5 %;-
CDU;43;15,4 %;-;26;9,3 %;-
GRÜNE/B 90;6;2,2 %;-;8;2,9 %;-
DIE LINKE;9;3,2 %;-;4;1,4 %;-
BVB / FREIE WÄHLER;10;3,6 %;-;6;2,2 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;8;2,9 %;-
Plus;4;1,4 %;-;2;0,7 %;-
BSW;-;-;-;31;11,1 %;-
III. Weg;2;0,7 %;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
