Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;698;-;-;698;-;-
Ungültige Stimmen;9;1,3 %;+10;2;0,3 %;+02
Gültige Stimmen;689;98,7 %;-10;696;99,7 %;-02
SPD;203;29,5 %;+46;208;29,9 %;+71
AfD;139;20,2 %;+42;113;16,2 %;-07
CDU;134;19,4 %;+12;111;15,9 %;-08
GRÜNE/B 90;27;3,9 %;-71;28;4,0 %;-88
DIE LINKE;69;10,0 %;-52;23;3,3 %;-113
BVB / FREIE WÄHLER;92;13,4 %;+47;38;5,5 %;-11
FDP;25;3,6 %;-21;7;1,0 %;-42
Tierschutzpartei;-;-;-;14;2,0 %;-10
Plus;-;-;-;7;1,0 %;+00
BSW;-;-;-;144;20,7 %;+207
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-04;1;0,1 %;+01
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;1;0,1 %;+01
