Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;202;-;-;202;-;-
Wählende;139;68,8 %;-;139;68,8 %;-
Ungültige Stimmen;1;0,7 %;-;1;0,7 %;-
Gültige Stimmen;138;99,3 %;-;138;99,3 %;-
SPD;31;22,5 %;-;31;22,5 %;-
AfD;67;48,6 %;-;57;41,3 %;-
CDU;28;20,3 %;-;20;14,5 %;-
GRÜNE/B 90;2;1,4 %;-;1;0,7 %;-
DIE LINKE;4;2,9 %;-;3;2,2 %;-
BVB / FREIE WÄHLER;4;2,9 %;-;1;0,7 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,4 %;-
Plus;0;0,0 %;-;1;0,7 %;-
BSW;-;-;-;20;14,5 %;-
III. Weg;1;0,7 %;-;1;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;1;0,7 %;-;-;-;-
