Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;397;-;-;397;-;-
Ungültige Stimmen;5;1,3 %;+13;0;0,0 %;00
Gültige Stimmen;392;98,7 %;-13;397;100,0 %;00
SPD;105;26,8 %;+02;110;27,7 %;+06
AfD;112;28,6 %;+80;100;25,2 %;+33
CDU;116;29,6 %;+52;69;17,4 %;-45
GRÜNE/B 90;13;3,3 %;-15;9;2,3 %;-33
DIE LINKE;-;-;-127;6;1,5 %;-96
BVB / FREIE WÄHLER;39;9,9 %;+32;13;3,3 %;-23
FDP;7;1,8 %;-24;2;0,5 %;-26
Tierschutzpartei;-;-;-;11;2,8 %;-01
Plus;-;-;-;2;0,5 %;-03
BSW;-;-;-;69;17,4 %;+174
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;2;0,5 %;+05
DLW;-;-;-;2;0,5 %;+05
WU;-;-;-;2;0,5 %;+05
