Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;306;-;-;306;-;-
Wählende;170;55,6 %;-;170;55,6 %;-
Ungültige Stimmen;5;2,9 %;-;5;2,9 %;-
Gültige Stimmen;165;97,1 %;-;165;97,1 %;-
SPD;34;20,6 %;-;37;22,4 %;-
AfD;81;49,1 %;-;74;44,8 %;-
CDU;23;13,9 %;-;17;10,3 %;-
GRÜNE/B 90;2;1,2 %;-;3;1,8 %;-
DIE LINKE;7;4,2 %;-;2;1,2 %;-
BVB / FREIE WÄHLER;16;9,7 %;-;3;1,8 %;-
FDP;2;1,2 %;-;4;2,4 %;-
Tierschutzpartei;-;-;-;3;1,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;21;12,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,6 %;-
