Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;538;-;-;538;-;-
Wählende;254;47,2 %;-;254;47,2 %;-
Ungültige Stimmen;3;1,2 %;-;3;1,2 %;-
Gültige Stimmen;251;98,8 %;-;251;98,8 %;-
SPD;98;39,0 %;-;80;31,9 %;-
AfD;63;25,1 %;-;55;21,9 %;-
CDU;45;17,9 %;-;21;8,4 %;-
GRÜNE/B 90;14;5,6 %;-;33;13,1 %;-
DIE LINKE;9;3,6 %;-;5;2,0 %;-
BVB / FREIE WÄHLER;20;8,0 %;-;10;4,0 %;-
FDP;2;0,8 %;-;6;2,4 %;-
Tierschutzpartei;-;-;-;3;1,2 %;-
Plus;-;-;-;3;1,2 %;-
BSW;-;-;-;33;13,1 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
