Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.209;-;-;1.209;-;-
Ungültige Stimmen;6;0,5 %;-;2.0;0,2 %;-
Gültige Stimmen;1.203;99,5 %;-;1.207;99,8 %;-
SPD;357;29,7 %;-;364.0;30,2 %;-
AfD;222;18,5 %;-;193.0;16,0 %;-
CDU;346;28,8 %;-;294.0;24,4 %;-
GRÜNE/B 90;52;4,3 %;-;63.0;5,2 %;-
DIE LINKE;60;5,0 %;-;25.0;2,1 %;-
BVB / FREIE WÄHLER;127;10,6 %;-;47.0;3,9 %;-
FDP;15;1,2 %;-;14.0;1,2 %;-
Tierschutzpartei;-;-;-;35.0;2,9 %;-
Plus;24;2,0 %;-;13.0;1,1 %;-
BSW;-;-;-;152.0;12,6 %;-
III. Weg;-;-;-;1.0;0,1 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;5.0;0,4 %;-
