Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;960;-;-;960;-;-
Wählende;509;53,0 %;-;509;53,0 %;-
Ungültige Stimmen;6;1,2 %;-;2;0,4 %;-
Gültige Stimmen;503;98,8 %;-;507;99,6 %;-
SPD;165;32,8 %;-;152;30,0 %;-
AfD;205;40,8 %;-;194;38,3 %;-
CDU;71;14,1 %;-;43;8,5 %;-
GRÜNE/B 90;6;1,2 %;-;12;2,4 %;-
DIE LINKE;11;2,2 %;-;8;1,6 %;-
BVB / FREIE WÄHLER;27;5,4 %;-;12;2,4 %;-
FDP;2;0,4 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;12;2,4 %;-
Plus;9;1,8 %;-;7;1,4 %;-
BSW;-;-;-;53;10,5 %;-
III. Weg;7;1,4 %;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;5;1,0 %;-
WU;-;-;-;5;1,0 %;-
