Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;318;-;-;318;-;-
Wählende;206;64,8 %;-;206;64,8 %;-
Ungültige Stimmen;5;2,4 %;-;2;1,0 %;-
Gültige Stimmen;201;97,6 %;-;204;99,0 %;-
SPD;64;31,8 %;-;64;31,4 %;-
AfD;84;41,8 %;-;80;39,2 %;-
CDU;37;18,4 %;-;38;18,6 %;-
GRÜNE/B 90;1;0,5 %;-;1;0,5 %;-
DIE LINKE;6;3,0 %;-;1;0,5 %;-
BVB / FREIE WÄHLER;5;2,5 %;-;3;1,5 %;-
FDP;1;0,5 %;-;0;0,0 %;-
Tierschutzpartei;2;1,0 %;-;0;0,0 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;15;7,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,5 %;-;0;0,0 %;-
WU;-;-;-;1;0,5 %;-
