Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;896;-;-;896;-;-
Wählende;478;53,3 %;-;478;53,3 %;-
Ungültige Stimmen;1;0,2 %;-;0;0,0 %;-
Gültige Stimmen;477;99,8 %;-;478;100,0 %;-
SPD;193;40,5 %;-;186;38,9 %;-
AfD;104;21,8 %;-;95;19,9 %;-
CDU;101;21,2 %;-;69;14,4 %;-
GRÜNE/B 90;19;4,0 %;-;24;5,0 %;-
DIE LINKE;27;5,7 %;-;13;2,7 %;-
BVB / FREIE WÄHLER;27;5,7 %;-;15;3,1 %;-
FDP;6;1,3 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;10;2,1 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;58;12,1 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
