Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;248;-;-;248;-;-
Wählende;142;57,3 %;-;142;57,3 %;-
Ungültige Stimmen;1;0,7 %;-;1;0,7 %;-
Gültige Stimmen;141;99,3 %;-;141;99,3 %;-
SPD;42;29,8 %;-;30;21,3 %;-
AfD;71;50,4 %;-;66;46,8 %;-
CDU;14;9,9 %;-;12;8,5 %;-
GRÜNE/B 90;0;0,0 %;-;3;2,1 %;-
DIE LINKE;1;0,7 %;-;4;2,8 %;-
BVB / FREIE WÄHLER;11;7,8 %;-;3;2,1 %;-
FDP;2;1,4 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;19;13,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,4 %;-
WU;-;-;-;0;0,0 %;-
