Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;258;-;-;258;-;-
Wählende;153;59,3 %;-;153;59,3 %;-
Ungültige Stimmen;2;1,3 %;-;2;1,3 %;-
Gültige Stimmen;151;98,7 %;-;151;98,7 %;-
SPD;62;41,1 %;-;48;31,8 %;-
AfD;61;40,4 %;-;61;40,4 %;-
CDU;11;7,3 %;-;9;6,0 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;6;4,0 %;-;7;4,6 %;-
BVB / FREIE WÄHLER;9;6,0 %;-;5;3,3 %;-
FDP;1;0,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,3 %;-
Plus;-;-;-;1;0,7 %;-
BSW;-;-;-;17;11,3 %;-
III. Weg;1;0,7 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
