Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;290;-;-;290;-;-
Wählende;146;50,3 %;-;146;50,3 %;-
Ungültige Stimmen;2;1,4 %;-;1;0,7 %;-
Gültige Stimmen;144;98,6 %;-;145;99,3 %;-
SPD;46;31,9 %;-;42;29,0 %;-
AfD;75;52,1 %;-;71;49,0 %;-
CDU;10;6,9 %;-;13;9,0 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,7 %;-
DIE LINKE;3;2,1 %;-;2;1,4 %;-
BVB / FREIE WÄHLER;7;4,9 %;-;1;0,7 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;2,8 %;-
Plus;3;2,1 %;-;0;0,0 %;-
BSW;-;-;-;11;7,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
