Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;138;-;-;138;-;-
Wählende;80;58,0 %;-;80;58,0 %;-
Ungültige Stimmen;1;1,2 %;-;1;1,2 %;-
Gültige Stimmen;79;98,8 %;-;79;98,8 %;-
SPD;22;27,8 %;-;15;19,0 %;-
AfD;41;51,9 %;-;37;46,8 %;-
CDU;10;12,7 %;-;8;10,1 %;-
GRÜNE/B 90;2;2,5 %;-;6;7,6 %;-
DIE LINKE;1;1,3 %;-;4;5,1 %;-
BVB / FREIE WÄHLER;3;3,8 %;-;2;2,5 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;5;6,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;2,5 %;-
